Geneid	SRR11025990	SRR11025989	SRR11025988	SRR11025987	SRR11025986	SRR11025985	SRR11025984	SRR11025983
ENSRNOG00000015177	4703	3669	5727	5210	3274	4707	2933	3563
ENSRNOG00000015179	436	400	549	404	352	553	396	491
ENSRNOG00000015180	633	480	671	523	525	814	422	491
ENSRNOG00000015182	1466	1054	1731	1322	1107	1762	1007	1185
ENSRNOG00000015184	60	53	69	54	49	104	55	62
ENSRNOG00000015187	414	379	480	308	287	413	269	314
ENSRNOG00000015188	122	91	118	96	83	139	101	94
ENSRNOG00000015189	335	239	413	360	292	456	265	374
ENSRNOG00000015191	679	525	646	663	479	847	415	500
ENSRNOG00000015192	1250	957	1213	1190	975	1350	778	990
ENSRNOG00000015195	1274	860	1556	1043	1181	1610	1216	2138
ENSRNOG00000015196	49	37	80	41	39	72	48	32
ENSRNOG00000015201	0	0	0	0	0	0	0	0
ENSRNOG00000015202	869	648	936	841	702	1121	670	719
ENSRNOG00000015205	39816	28105	40029	39366	27603	36589	21723	31377
ENSRNOG00000015206	5700	3688	6724	4892	4198	5489	3931	6515
ENSRNOG00000015210	1	0	0	0	0	0	0	0
ENSRNOG00000015211	9	17	20	23	12	23	15	15
ENSRNOG00000015212	507	413	635	475	310	552	355	385
ENSRNOG00000015213	449	313	452	358	256	427	223	384
ENSRNOG00000015215	860	713	1069	851	777	1235	611	823
ENSRNOG00000015217	684	473	632	715	444	719	405	459
ENSRNOG00000015218	664	463	684	501	390	650	427	605
ENSRNOG00000015220	3	2	3	0	0	2	0	1
ENSRNOG00000015221	4048	2448	4204	3388	2151	3822	2136	3169
ENSRNOG00000015222	476	263	687	502	178	519	321	251
ENSRNOG00000015225	716	520	894	597	637	746	511	625
ENSRNOG00000015226	3202	1999	4041	3382	2927	4172	2142	1981
ENSRNOG00000015229	1580	1146	1795	1481	1027	1730	1041	1084
ENSRNOG00000015230	955	726	972	800	639	1028	663	824
ENSRNOG00000015231	1071	703	1041	930	647	1051	659	816
ENSRNOG00000015232	14	14	14	14	18	26	11	14
ENSRNOG00000015233	15635	11614	16532	15611	12300	17088	9886	11133
ENSRNOG00000015235	343	265	324	322	298	358	250	315
ENSRNOG00000015236	2934	2020	3111	2641	1554	2793	1507	2174
ENSRNOG00000015237	385	308	480	365	317	560	336	354
ENSRNOG00000015239	4732	3313	5012	4533	2988	4079	2071	2724
ENSRNOG00000015242	47	65	80	48	41	76	61	49
ENSRNOG00000015248	0	0	0	0	0	0	0	0
ENSRNOG00000015249	664	513	677	648	465	762	452	498
ENSRNOG00000015250	712	603	829	812	640	871	528	673
ENSRNOG00000015253	169	162	191	174	152	177	170	223
ENSRNOG00000015254	0	0	0	0	0	0	0	0
ENSRNOG00000015255	126	91	169	140	118	191	106	92
ENSRNOG00000015257	59	32	59	52	34	61	24	44
ENSRNOG00000015259	0	0	0	0	0	0	0	0
ENSRNOG00000015260	61	60	128	41	43	128	36	84
ENSRNOG00000015262	3	0	2	0	0	1	2	2
ENSRNOG00000015264	0	0	0	0	0	0	0	0
ENSRNOG00000015267	1	0	0	0	1	1	1	0
ENSRNOG00000015268	778	553	765	670	456	754	447	533
ENSRNOG00000015269	594	351	692	595	513	732	331	420
ENSRNOG00000015271	47	20	44	42	33	34	42	19
ENSRNOG00000015274	610	407	650	684	466	641	385	481
ENSRNOG00000015275	3	11	19	16	18	23	10	6
ENSRNOG00000015277	4351	3527	4673	4501	3310	5015	3383	3846
ENSRNOG00000015278	1789	1323	1806	1695	1244	2216	1142	1417
ENSRNOG00000015279	2	1	2	2	1	4	4	1
ENSRNOG00000015280	1165	760	1138	1060	803	1299	690	829
ENSRNOG00000015283	0	0	0	0	0	2	1	0
ENSRNOG00000015285	1360	930	1534	1507	902	1485	900	1298
ENSRNOG00000015288	950	541	1106	817	599	1097	528	584
ENSRNOG00000015289	0	0	0	0	0	0	0	0
ENSRNOG00000015290	375	269	365	365	263	364	226	293
ENSRNOG00000015292	2324	1383	2598	2143	1848	2269	1464	1914
ENSRNOG00000015293	5	7	7	7	3	9	9	10
ENSRNOG00000015294	0	0	0	0	1	1	1	1
ENSRNOG00000015295	10204	6653	10371	9837	6947	11550	6754	7507
ENSRNOG00000015297	1097	923	1630	1275	690	1472	895	1016
ENSRNOG00000015300	2067	1646	2308	2015	1291	2193	1268	1680
ENSRNOG00000015301	1776	1283	1918	1834	1405	2053	1051	1354
ENSRNOG00000015303	0	0	0	0	0	0	0	0
ENSRNOG00000015304	650	369	644	562	375	617	402	525
ENSRNOG00000015306	0	0	0	0	0	0	0	0
ENSRNOG00000015308	17	20	23	23	26	32	18	6
ENSRNOG00000015310	438	302	435	308	257	473	217	280
ENSRNOG00000015318	154	99	207	197	122	193	86	121
ENSRNOG00000015320	5764	4886	6509	5859	3648	5710	3699	5021
ENSRNOG00000015321	0	0	0	0	0	0	0	0
ENSRNOG00000015322	110	72	101	93	80	117	45	72
ENSRNOG00000015325	148	95	188	132	98	157	107	134
ENSRNOG00000015328	8	7	12	13	5	6	4	6
ENSRNOG00000015329	1817	1291	1866	1799	1353	2255	1079	1623
ENSRNOG00000015331	4	0	0	1	0	0	0	0
ENSRNOG00000015332	837	590	976	800	703	1041	568	595
ENSRNOG00000015333	7	5	7	4	10	5	6	13
ENSRNOG00000015334	2454	1632	2933	2553	1885	3095	1473	1914
ENSRNOG00000015335	2432	1700	2577	2271	1233	1940	1287	1940
ENSRNOG00000015336	4	0	1	2	1	0	1	0
ENSRNOG00000015339	907	537	1055	873	722	1193	536	628
ENSRNOG00000015340	726	483	819	698	548	895	455	588
ENSRNOG00000015346	70	50	100	89	36	116	54	44
ENSRNOG00000015347	55	45	70	36	43	77	37	56
ENSRNOG00000015353	13	3	17	29	20	6	2	3
ENSRNOG00000015354	26620	22804	43830	26676	21746	39309	21433	23432
ENSRNOG00000015357	93	39	126	113	93	155	65	60
ENSRNOG00000015359	0	0	0	0	0	0	0	0
ENSRNOG00000015365	190	98	224	178	101	230	115	55
ENSRNOG00000015366	111	90	123	75	116	144	110	126
ENSRNOG00000015367	0	0	0	0	0	0	0	0
ENSRNOG00000015368	2	3	6	4	4	3	1	4
ENSRNOG00000015370	6	1	3	3	3	8	6	3
ENSRNOG00000015371	0	5	0	1	3	2	2	0
ENSRNOG00000015375	341	265	296	326	240	364	222	265
ENSRNOG00000015376	20	6	11	27	14	13	5	10
ENSRNOG00000015380	4078	2668	4238	3512	2761	4434	2381	3758
ENSRNOG00000015382	83	48	79	60	30	75	26	54
ENSRNOG00000015383	1	0	2	2	0	1	0	1
ENSRNOG00000015385	13527	9018	13656	12363	7960	13233	7430	10049
ENSRNOG00000015386	71	77	107	94	70	130	68	64
ENSRNOG00000015389	1448	1002	1802	1640	1332	1858	1156	985
ENSRNOG00000015393	0	0	0	1	0	0	0	0
ENSRNOG00000015394	0	0	0	0	0	0	0	0
ENSRNOG00000015396	8657	4787	9704	8800	5012	7788	4336	6641
ENSRNOG00000015397	176	131	190	155	116	144	95	136
ENSRNOG00000015401	1	4	4	1	1	6	1	1
ENSRNOG00000015402	0	0	0	4	0	1	0	0
ENSRNOG00000015403	12	5	25	4	10	9	11	9
ENSRNOG00000015406	159	130	118	112	70	196	108	88
ENSRNOG00000015407	0	3	0	2	2	2	1	0
ENSRNOG00000015408	7	9	11	6	5	9	2	2
ENSRNOG00000015409	805	638	730	708	596	835	504	648
ENSRNOG00000015410	0	0	0	0	0	0	0	0
ENSRNOG00000015411	220	216	260	211	157	246	146	311
ENSRNOG00000015413	651	449	722	554	404	684	376	583
ENSRNOG00000015415	392	310	595	343	376	682	340	293
ENSRNOG00000015416	901	519	878	659	579	1052	825	784
ENSRNOG00000015417	2308	1750	2520	2332	1800	2481	1379	1731
ENSRNOG00000015418	0	1	1	1	5	2	2	0
ENSRNOG00000015419	0	0	0	0	0	0	0	1
ENSRNOG00000015420	126	92	160	140	79	134	80	90
ENSRNOG00000015421	45	23	78	30	36	33	32	29
ENSRNOG00000015423	35	27	61	31	78	105	35	19
ENSRNOG00000015424	0	0	0	0	0	0	0	0
ENSRNOG00000015425	348	253	354	331	683	421	213	246
ENSRNOG00000015426	30	23	38	36	25	40	25	22
ENSRNOG00000015428	1	0	0	0	1	1	1	1
ENSRNOG00000015430	97	91	185	123	100	186	83	115
ENSRNOG00000015432	0	0	0	0	0	0	0	0
ENSRNOG00000015434	2121	1097	1924	1902	1176	2308	949	2074
ENSRNOG00000015437	5777	5427	7244	5820	4878	6356	4168	4877
ENSRNOG00000015438	115176	105828	123575	104979	73659	119702	65751	85747
ENSRNOG00000015439	16408	9868	18192	15791	10714	15206	8489	10084
ENSRNOG00000015440	321	173	384	305	163	396	219	141
ENSRNOG00000015441	6067	5068	8841	6640	4911	7523	5297	6357
ENSRNOG00000015442	194	152	225	184	140	183	122	172
ENSRNOG00000015444	0	0	0	0	0	0	0	0
ENSRNOG00000015445	20	32	26	30	26	22	12	23
ENSRNOG00000015447	2	2	3	3	0	2	1	1
ENSRNOG00000015448	44	34	35	13	9	86	8	18
ENSRNOG00000015449	13	18	21	28	23	34	19	21
ENSRNOG00000015450	1822	1329	1816	1883	1284	2039	1139	1323
ENSRNOG00000015455	1343	1148	1409	1306	1160	1591	1085	1229
ENSRNOG00000015456	651	523	700	586	400	708	395	620
ENSRNOG00000015458	197	154	181	116	120	231	123	121
ENSRNOG00000015459	950	703	1157	874	742	1080	578	731
ENSRNOG00000015460	0	3	7	0	1	0	0	1
ENSRNOG00000015461	822	631	1167	868	606	1248	574	575
ENSRNOG00000015465	13	14	13	7	14	17	11	14
ENSRNOG00000015468	0	0	0	0	0	0	0	0
ENSRNOG00000015472	0	0	0	0	0	0	0	0
ENSRNOG00000015473	106	26	76	84	28	86	46	40
ENSRNOG00000015474	714	515	743	713	526	755	435	619
ENSRNOG00000015476	12	6	11	8	6	10	10	13
ENSRNOG00000015477	0	0	0	0	0	0	0	0
ENSRNOG00000015478	0	0	2	0	1	0	0	0
ENSRNOG00000015479	1794	1461	2023	1693	1104	1692	1050	1627
ENSRNOG00000015480	592	392	543	479	328	458	323	498
ENSRNOG00000015488	294	168	320	310	180	413	144	170
ENSRNOG00000015491	9345	6584	9438	8649	6352	10105	6142	7758
ENSRNOG00000015493	0	0	0	0	0	0	0	0
ENSRNOG00000015495	418	288	546	436	330	495	265	339
ENSRNOG00000015496	1044	721	986	971	566	1216	737	814
ENSRNOG00000015498	542	456	583	529	289	307	228	342
ENSRNOG00000015499	703	524	773	603	448	729	516	477
ENSRNOG00000015501	449	325	561	481	318	420	275	386
ENSRNOG00000015502	68	52	129	114	74	89	43	29
ENSRNOG00000015503	1	0	0	0	0	1	0	2
ENSRNOG00000015505	7	12	7	8	0	2	2	10
ENSRNOG00000015508	1566	1121	1769	1474	1154	1576	938	1135
ENSRNOG00000015511	602	354	702	601	362	791	352	500
ENSRNOG00000015514	2	2	7	4	4	2	4	2
ENSRNOG00000015516	350	204	285	298	221	376	174	197
ENSRNOG00000015517	1136	827	1480	1132	866	1107	836	1156
ENSRNOG00000015518	265275	192262	278224	260111	176371	242224	148776	230039
ENSRNOG00000015519	61843	29219	72198	70625	57511	74702	42730	58104
ENSRNOG00000015520	11	9	10	9	12	18	10	8
ENSRNOG00000015522	0	0	0	0	1	0	1	0
ENSRNOG00000015523	1095	821	1014	910	744	1221	643	752
ENSRNOG00000015525	244	170	230	244	163	275	145	172
ENSRNOG00000015526	21	12	19	11	9	3	9	26
ENSRNOG00000015527	0	0	0	0	0	0	0	0
ENSRNOG00000015528	3296	1994	3381	2859	2214	3422	1911	2297
ENSRNOG00000015529	22	32	25	24	48	64	32	16
ENSRNOG00000015534	988	678	1070	830	740	1039	600	833
ENSRNOG00000015538	87	49	96	68	28	48	28	50
ENSRNOG00000015540	6319	4414	6623	6138	4661	6815	3765	4636
ENSRNOG00000015541	19	9	12	30	7	26	6	7
ENSRNOG00000015544	33	0	2	3	3	2	1	1
ENSRNOG00000015546	330	340	282	300	243	324	191	386
ENSRNOG00000015550	3	5	9	23	17	11	6	2
ENSRNOG00000015551	800	570	868	791	564	888	569	586
ENSRNOG00000015552	546	356	602	531	375	691	299	447
ENSRNOG00000015553	704	507	694	625	482	844	500	604
ENSRNOG00000015554	2	2	2	0	2	0	1	1
ENSRNOG00000015557	0	0	0	0	0	1	0	0
ENSRNOG00000015558	2374	1559	2735	2479	1783	2243	1649	2054
ENSRNOG00000015559	0	0	0	2	0	0	1	0
ENSRNOG00000015560	521	289	638	440	381	615	279	341
ENSRNOG00000015562	17	41	467	21	303	58	23	1318
ENSRNOG00000015566	5	1	4	4	1	1	0	0
ENSRNOG00000015567	1	4	2	0	0	0	0	0
ENSRNOG00000015568	1191	907	1305	1142	837	1113	676	959
ENSRNOG00000015573	4048	2919	4724	3792	3188	4337	2258	3195
ENSRNOG00000015576	295	207	325	261	232	408	222	226
ENSRNOG00000015577	1387	1046	1521	1664	1913	1786	811	1535
ENSRNOG00000015578	30	21	28	33	18	26	13	17
ENSRNOG00000015581	36	44	126	22	46	87	36	73
ENSRNOG00000015582	174	109	174	136	110	217	113	137
ENSRNOG00000015583	339	249	329	291	167	369	216	279
ENSRNOG00000015585	26	27	71	41	15	54	27	23
ENSRNOG00000015588	27	19	31	16	14	19	9	9
ENSRNOG00000015589	327	217	398	288	207	375	255	337
ENSRNOG00000015590	27	7	10	21	8	15	6	18
ENSRNOG00000015591	3861	2674	3804	4177	2733	4169	2522	3248
ENSRNOG00000015593	2644	1936	2602	2612	1683	2904	1624	2272
ENSRNOG00000015594	13	17	26	18	12	24	16	14
ENSRNOG00000015596	101	75	89	74	95	107	64	59
ENSRNOG00000015597	1597	1224	1647	1568	1148	1491	1017	1190
ENSRNOG00000015598	61	26	59	61	33	73	53	43
ENSRNOG00000015599	3	7	5	2	4	3	0	7
ENSRNOG00000015602	7913	5474	8734	6637	5399	8049	4890	7389
ENSRNOG00000015603	228	168	289	186	175	294	135	154
ENSRNOG00000015609	33	31	58	25	19	38	22	15
ENSRNOG00000015614	111	63	116	73	50	138	50	65
ENSRNOG00000015615	34	19	34	114	12	37	164	18
ENSRNOG00000015616	44	21	53	37	29	44	37	33
ENSRNOG00000015618	26	17	26	31	20	26	8	16
ENSRNOG00000015619	668	464	850	692	513	883	489	538
ENSRNOG00000015621	1069	620	1323	1026	814	1504	643	742
ENSRNOG00000015622	745	539	741	693	511	776	347	557
ENSRNOG00000015623	0	1	2	5	0	2	1	1
ENSRNOG00000015625	13	15	18	16	13	37	11	10
ENSRNOG00000015630	3533	3142	4342	3624	3045	4521	2791	3423
ENSRNOG00000015631	372	309	415	374	291	455	222	237
ENSRNOG00000015632	420	281	491	392	318	436	270	307
ENSRNOG00000015633	2901	2077	3334	2768	2305	3274	1619	2347
ENSRNOG00000015636	172	75	138	157	127	169	149	149
ENSRNOG00000015637	0	3	0	2	0	5	0	2
ENSRNOG00000015641	499	298	490	480	291	581	296	323
ENSRNOG00000015642	6613	4598	7045	4970	2834	4961	3199	4464
ENSRNOG00000015644	755	553	820	677	508	948	496	518
ENSRNOG00000015645	160	102	218	170	136	206	82	136
ENSRNOG00000015646	0	0	0	0	0	0	0	0
ENSRNOG00000015649	0	0	0	0	0	0	0	0
ENSRNOG00000015652	0	0	0	0	0	0	0	0
ENSRNOG00000015654	13141	9315	17439	14627	12266	19070	11658	10730
ENSRNOG00000015655	2067	1625	2318	1933	1394	1893	1183	1750
ENSRNOG00000015657	0	0	0	0	0	0	0	0
ENSRNOG00000015658	1716	1398	2302	1912	1076	1859	981	1076
ENSRNOG00000015660	1135	778	1110	934	750	1030	691	837
ENSRNOG00000015664	32	33	60	37	33	40	35	28
ENSRNOG00000015666	4	2	3	8	5	9	0	7
ENSRNOG00000015667	585	449	687	518	383	296	192	498
ENSRNOG00000015668	34	28	37	17	24	45	13	38
ENSRNOG00000015669	152	97	105	163	92	176	79	102
ENSRNOG00000015670	353	246	238	246	201	306	172	272
ENSRNOG00000015671	0	1	1	3	0	2	0	4
ENSRNOG00000015673	0	0	0	0	0	0	0	0
ENSRNOG00000015674	131	92	116	132	77	110	56	94
ENSRNOG00000015675	0	0	0	2	0	0	0	0
ENSRNOG00000015676	657	465	660	543	447	688	402	524
ENSRNOG00000015677	0	0	0	0	0	0	0	0
ENSRNOG00000015678	31	28	48	42	31	43	25	33
ENSRNOG00000015679	76	60	72	80	72	115	71	72
ENSRNOG00000015682	18	10	32	4	10	16	9	9
ENSRNOG00000015685	0	2	0	0	0	2	1	0
ENSRNOG00000015686	2991	1871	3282	2715	1951	3160	1589	1978
ENSRNOG00000015689	0	0	0	0	0	0	0	0
ENSRNOG00000015690	0	0	0	0	0	0	0	1
ENSRNOG00000015691	15	15	7	7	5	13	5	3
ENSRNOG00000015692	658	354	961	691	564	1250	488	485
ENSRNOG00000015695	24	11	16	14	14	12	4	9
ENSRNOG00000015696	612	459	597	643	454	652	426	475
ENSRNOG00000015699	1399	1031	1465	1451	992	1473	971	1149
ENSRNOG00000015701	3992	3138	5181	3979	2907	3790	2890	3504
ENSRNOG00000015703	788	618	857	860	546	849	579	722
ENSRNOG00000015707	0	0	0	0	0	0	0	0
ENSRNOG00000015708	1309	891	1413	1271	821	1491	779	1132
ENSRNOG00000015713	3046	2099	3098	3222	2301	3507	1716	2168
ENSRNOG00000015716	0	0	0	0	2	237	1	0
ENSRNOG00000015717	51	47	58	65	45	73	32	54
ENSRNOG00000015718	27	12	17	12	10	8	20	17
ENSRNOG00000015719	0	0	0	0	0	1	0	0
ENSRNOG00000015720	756	624	868	786	544	938	548	667
ENSRNOG00000015724	6	8	16	7	5	9	7	5
ENSRNOG00000015727	1210	1339	1766	751	512	877	606	1268
ENSRNOG00000015732	2362	1839	2821	2420	1677	2879	1628	1917
ENSRNOG00000015733	2763	1733	2896	2607	1709	3150	1589	2306
ENSRNOG00000015734	1164	700	1450	1171	696	1421	574	747
ENSRNOG00000015735	215	122	142	220	128	233	99	163
ENSRNOG00000015736	5242	3920	6140	5242	4237	5346	4021	5470
ENSRNOG00000015741	45	20	59	46	33	50	33	38
ENSRNOG00000015743	0	0	0	0	0	0	0	0
ENSRNOG00000015744	64	29	56	51	37	44	31	37
ENSRNOG00000015746	10	11	15	17	5	19	7	6
ENSRNOG00000015749	874	598	940	784	539	946	615	744
ENSRNOG00000015750	1	2	2	4	1	3	0	1
ENSRNOG00000015751	5	10	2	6	3	6	1	4
ENSRNOG00000015753	5963	3930	6571	5247	3578	6172	3258	4320
ENSRNOG00000015756	733	616	796	654	423	842	576	536
ENSRNOG00000015760	0	0	0	0	0	0	0	0
ENSRNOG00000015762	1777	1329	1672	1581	1196	1784	1023	1537
ENSRNOG00000015763	93	15	79	226	14	39	27	61
ENSRNOG00000015764	0	0	0	0	0	0	0	0
ENSRNOG00000015768	6	6	9	9	1	11	10	11
ENSRNOG00000015769	0	0	0	0	0	0	0	0
ENSRNOG00000015772	248	199	328	311	192	303	175	202
ENSRNOG00000015773	36	26	33	34	15	50	25	32
ENSRNOG00000015774	14567	8533	16893	11109	11245	14100	8095	14838
ENSRNOG00000015777	753	446	945	663	521	849	421	636
ENSRNOG00000015780	261	184	328	217	173	313	138	205
ENSRNOG00000015781	1	1	1	0	0	2	0	0
ENSRNOG00000015783	210	70	68	195	114	134	97	147
ENSRNOG00000015785	0	0	0	0	0	0	0	0
ENSRNOG00000015787	21	6	19	13	9	17	6	14
ENSRNOG00000015788	0	0	0	0	0	0	0	0
ENSRNOG00000015791	0	0	0	0	0	0	0	0
ENSRNOG00000015794	26	22	15	22	29	31	32	4
ENSRNOG00000015796	759	572	965	728	601	656	421	722
ENSRNOG00000015797	403	339	560	382	328	591	354	379
ENSRNOG00000015798	0	0	0	0	0	0	0	0
ENSRNOG00000015799	0	0	0	0	0	0	0	0
ENSRNOG00000015800	2417	1804	2455	2264	1876	2358	1405	2036
ENSRNOG00000015806	0	0	0	0	0	0	0	0
ENSRNOG00000015807	1790	1498	1197	1465	1108	1671	960	846
ENSRNOG00000015810	14	11	14	17	19	25	16	8
ENSRNOG00000015811	0	0	0	0	0	0	0	0
ENSRNOG00000015812	108	77	89	63	85	114	60	102
ENSRNOG00000015813	7019	4671	7427	6701	4811	7420	4212	5160
ENSRNOG00000015816	212	166	252	226	157	235	138	167
ENSRNOG00000015818	2	5	10	0	1	3	5	3
ENSRNOG00000015821	6	11	12	2	6	6	7	6
ENSRNOG00000015822	481	392	467	595	167	655	221	149
ENSRNOG00000015825	159	205	220	167	122	172	107	147
ENSRNOG00000015829	2	2	0	4	2	2	1	0
ENSRNOG00000015830	37	34	52	34	19	36	30	28
ENSRNOG00000015832	0	0	0	0	0	0	0	0
ENSRNOG00000015834	3	1	2	4	1	5	1	1
ENSRNOG00000015835	52	28	64	46	25	52	27	32
ENSRNOG00000015840	35229	27098	40248	36674	28807	38033	22094	30648
ENSRNOG00000015843	3990	2580	4306	4073	2594	4449	2368	2984
ENSRNOG00000015844	753	565	771	810	508	795	491	720
ENSRNOG00000015845	425	355	511	386	322	431	299	364
ENSRNOG00000015848	1008	958	1028	1091	556	783	480	624
ENSRNOG00000015850	30	22	14	35	73	60	40	38
ENSRNOG00000015851	0	0	0	0	1	0	0	0
ENSRNOG00000015852	5078	2932	5267	5320	3830	6671	3243	3812
ENSRNOG00000015854	43	19	41	38	21	42	19	27
ENSRNOG00000015857	20705	15239	22569	18531	13545	19738	12573	17592
ENSRNOG00000015858	1678	1116	966	1515	1274	1876	718	1655
ENSRNOG00000015859	7469	6130	9377	9253	5155	7708	4905	5917
ENSRNOG00000015860	7	4	2	3	1	3	2	6
ENSRNOG00000015863	1	1	0	1	0	0	0	0
ENSRNOG00000015865	1677	1159	1721	1586	1166	1936	1165	1508
ENSRNOG00000015866	2163	1783	2595	2098	1757	2313	1748	1882
ENSRNOG00000015867	212	174	221	162	143	236	98	107
ENSRNOG00000015868	0	0	0	0	0	0	0	0
ENSRNOG00000015869	9841	7791	10334	9740	6716	10057	6248	7737
ENSRNOG00000015873	11	9	19	8	17	13	8	10
ENSRNOG00000015876	0	0	0	0	0	0	0	0
ENSRNOG00000015877	0	0	0	0	0	0	0	0
ENSRNOG00000015878	281	175	525	228	253	328	222	262
ENSRNOG00000015880	149	80	181	193	124	190	91	92
ENSRNOG00000015885	0	0	0	0	0	0	0	0
ENSRNOG00000015886	943	562	807	850	593	943	451	663
ENSRNOG00000015888	1869	1049	2284	1791	1649	2615	1186	1582
ENSRNOG00000015893	0	0	0	0	0	0	0	0
ENSRNOG00000015894	3111	2015	2887	2389	1957	2914	1791	2063
ENSRNOG00000015895	308	221	376	313	286	357	201	271
ENSRNOG00000015896	1770	1142	2025	1647	1155	1714	942	1366
ENSRNOG00000015898	242	141	286	221	230	389	144	192
ENSRNOG00000015901	0	0	0	0	0	0	0	0
ENSRNOG00000015902	4	2	3	1	4	1	0	1
ENSRNOG00000015903	30	10	48	8	5	46	21	9
ENSRNOG00000015904	168	109	235	154	129	220	98	127
ENSRNOG00000015906	777	544	612	694	518	842	332	715
ENSRNOG00000015909	0	0	0	0	0	0	0	0
ENSRNOG00000015910	0	0	0	0	0	1	0	0
ENSRNOG00000015911	9065	5768	9986	8479	5356	10178	5149	7527
ENSRNOG00000015912	2761	2309	2988	2789	1528	2684	1432	1925
ENSRNOG00000015913	101	58	76	70	66	93	46	84
ENSRNOG00000015914	2857	2221	3132	2876	2037	3188	1834	2469
ENSRNOG00000015916	2699	2173	2524	2469	1928	3301	1427	2230
ENSRNOG00000015919	0	0	0	0	0	0	0	0
ENSRNOG00000015921	23	15	30	8	19	20	13	11
ENSRNOG00000015924	0	0	0	0	0	0	0	0
ENSRNOG00000015925	920	556	1142	982	794	1073	571	814
ENSRNOG00000015928	711	623	599	629	392	650	830	489
ENSRNOG00000015932	164	134	193	191	114	166	126	122
ENSRNOG00000015936	1350	977	1325	1182	974	1465	845	1112
ENSRNOG00000015939	779	601	964	773	677	1088	593	678
ENSRNOG00000015940	0	0	0	0	0	0	0	0
ENSRNOG00000015941	89	72	107	104	73	107	56	58
ENSRNOG00000015945	15	10	9	10	7	18	5	4
ENSRNOG00000015948	26	44	65	69	41	71	25	35
ENSRNOG00000015953	1402	898	1524	1352	1207	1596	1067	1155
ENSRNOG00000015956	160	122	164	174	121	273	108	122
ENSRNOG00000015957	20	7	28	16	4	15	5	9
ENSRNOG00000015962	1009	756	1047	938	648	1269	705	749
ENSRNOG00000015967	329	213	302	252	172	366	207	317
ENSRNOG00000015969	689	521	855	702	581	865	448	593
ENSRNOG00000015970	1010	817	1112	1002	760	1322	742	919
ENSRNOG00000015971	1274	822	1680	1409	893	1573	752	729
ENSRNOG00000015972	1	0	0	2	1	0	4	0
ENSRNOG00000015974	1131	752	1170	1081	835	1211	789	947
ENSRNOG00000015975	16	25	27	15	15	25	15	17
ENSRNOG00000015977	1960	1461	2263	1789	1408	2138	1216	1665
ENSRNOG00000015980	346	263	344	395	297	365	253	306
ENSRNOG00000015982	0	0	0	0	0	0	0	1
ENSRNOG00000015983	1197	818	1321	1138	840	1325	675	878
ENSRNOG00000015986	1468	830	1479	1418	974	1635	919	802
ENSRNOG00000015987	933	510	813	786	554	833	527	603
ENSRNOG00000015989	592	498	681	616	523	717	418	565
ENSRNOG00000015991	103	112	221	144	50	154	62	350
ENSRNOG00000015992	0	0	0	3	0	3	0	0
ENSRNOG00000015994	10	5	4	9	3	1	4	11
ENSRNOG00000015997	14	8	29	14	11	36	8	17
ENSRNOG00000015999	1508	1099	1329	1422	920	1163	731	1152
ENSRNOG00000016000	2	2	4	4	2	1	7	4
ENSRNOG00000016001	1911	1393	2124	1715	1326	2256	1415	1627
ENSRNOG00000016010	1280	1005	1319	1259	842	1413	815	991
ENSRNOG00000016011	308	190	245	204	198	350	159	171
ENSRNOG00000016012	106	57	96	102	95	97	76	63
ENSRNOG00000016013	21	15	15	11	6	9	7	9
ENSRNOG00000016015	1056	753	1109	1046	783	1252	536	841
ENSRNOG00000016016	1246	984	1355	1096	948	1561	850	1193
ENSRNOG00000016018	0	0	0	0	0	0	0	0
ENSRNOG00000016021	1566	970	1705	1467	1276	1484	1228	1922
ENSRNOG00000016023	3662	2767	4413	3633	3074	4413	2602	3791
ENSRNOG00000016027	0	0	0	0	0	0	0	0
ENSRNOG00000016029	533	355	620	780	730	885	489	387
ENSRNOG00000016031	1242	1124	1526	1308	908	1355	634	870
ENSRNOG00000016032	1941	1452	2124	1826	1398	2029	1213	1669
ENSRNOG00000016033	647	380	462	511	155	457	303	292
ENSRNOG00000016034	1143	775	1265	967	773	1251	708	985
ENSRNOG00000016036	422	301	426	398	332	560	319	273
ENSRNOG00000016037	7152	4510	5095	3879	1062	3672	3180	5129
ENSRNOG00000016038	525	415	599	545	470	883	420	566
ENSRNOG00000016041	35	42	70	38	34	38	17	29
ENSRNOG00000016043	3	3	3	9	5	4	0	8
ENSRNOG00000016044	674	507	985	557	433	878	518	625
ENSRNOG00000016046	3	2	4	3	1	3	0	0
ENSRNOG00000016047	4793	2997	6988	4894	3514	7257	3220	3194
ENSRNOG00000016050	434	301	450	327	240	504	270	368
ENSRNOG00000016052	0	0	0	0	0	0	0	0
ENSRNOG00000016054	3162	2058	3754	2992	2573	3620	2101	2429
ENSRNOG00000016055	312	217	381	339	253	335	228	259
ENSRNOG00000016057	1	1	2	3	4	5	3	2
ENSRNOG00000016058	21	24	19	19	21	23	17	16
ENSRNOG00000016062	478	337	534	492	355	542	298	492
ENSRNOG00000016063	1715	1177	1949	1554	1289	1820	1136	1551
ENSRNOG00000016064	3971	2976	4266	3452	2725	4791	2569	3044
ENSRNOG00000016066	328	162	280	368	324	306	127	290
ENSRNOG00000016067	1097	742	1155	1009	637	1310	631	699
ENSRNOG00000016069	28	9	17	10	10	16	4	4
